pokemon_id,habitat_id
1,1
2,1
3,1
4,1
5,1
6,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
31,1
34,1
35,1
36,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
111,1
112,1
113,1
114,1
115,1
116,1
118,1
119,1
120,1
121,1
122,1
123,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
148,1
149,1
150,1
173,1
174,1
175,1
176,1
177,1
178,1
180,1
181,1
183,1
184,1
185,1
216,1
217,1
218,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
294,1
295,1
296,1
297,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
310,1
311,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
324,1
325,1
334,1
335,1
343,1
346,1
348,1
356,1
357,1
364,1
366,1
368,1
370,1
371,1
373,1
374,1
375,1
376,1
377,1
379,1
384,1
385,1
468,1
469,1
474,1
475,1
478,1
479,1
480,1
481,1
486,1
487,1
488,1
501,1
502,1
510,1
511,1
512,1
513,1
514,1
517,1
518,1
521,1
522,1
529,1
530,1
533,1
534,1
537,1
538,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
553,1
554,1
555,1
556,1
557,1
558,1
560,1
561,1
562,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
574,1
575,1
576,1
578,1
579,1
582,1
594,1
595,1
596,1
601,1
603,1
605,1
609,1
610,1
611,1
612,1
617,1
619,1
620,1
621,1
623,1
624,1
625,1
627,1
670,1
695,1
696,1
699,1
700,1
701,1
702,1
703,1
704,1
707,1
708,1
715,1
1,2
2,2
3,2
4,2
5,2
6,2
16,2
17,2
18,2
25,2
26,2
27,2
31,2
32,2
33,2
34,2
35,2
36,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
96,2
97,2
98,2
99,2
100,2
101,2
105,2
106,2
107,2
114,2
115,2
116,2
121,2
122,2
123,2
130,2
131,2
132,2
133,2
134,2
139,2
140,2
141,2
142,2
143,2
144,2
148,2
149,2
150,2
198,2
199,2
222,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
264,2
265,2
268,2
269,2
294,2
295,2
298,2
299,2
300,2
306,2
307,2
310,2
311,2
312,2
313,2
316,2
317,2
322,2
323,2
324,2
325,2
330,2
331,2
333,2
340,2
341,2
342,2
343,2
356,2
366,2
367,2
368,2
372,2
373,2
376,2
377,2
388,2
389,2
390,2
391,2
392,2
393,2
394,2
395,2
403,2
404,2
447,2
448,2
468,2
469,2
470,2
471,2
478,2
479,2
481,2
484,2
485,2
486,2
487,2
488,2
495,2
496,2
501,2
502,2
511,2
512,2
517,2
518,2
521,2
522,2
529,2
547,2
548,2
549,2
550,2
559,2
561,2
562,2
563,2
564,2
565,2
567,2
568,2
569,2
573,2
599,2
603,2
609,2
610,2
611,2
612,2
617,2
619,2
623,2
625,2
627,2
677,2
679,2
695,2
696,2
702,2
703,2
1,3
2,3
3,3
7,3
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
52,3
53,3
54,3
70,3
71,3
72,3
73,3
74,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
127,3
128,3
129,3
130,3
131,3
132,3
234,3
235,3
236,3
262,3
263,3
268,3
269,3
272,3
273,3
274,3
275,3
276,3
280,3
281,3
282,3
283,3
284,3
285,3
286,3
287,3
306,3
320,3
321,3
334,3
335,3
368,3
369,3
370,3
374,3
375,3
378,3
379,3
384,3
385,3
501,3
502,3
517,3
518,3
553,3
554,3
555,3
556,3
557,3
558,3
560,3
573,3
576,3
578,3
579,3
580,3
582,3
611,3
612,3
625,3
627,3
670,3
699,3
700,3
704,3
708,3
10,4
11,4
12,4
40,4
41,4
42,4
43,4
44,4
45,4
52,4
53,4
54,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
154,4
155,4
156,4
157,4
161,4
162,4
163,4
246,4
247,4
288,4
289,4
302,4
322,4
328,4
329,4
330,4
331,4
333,4
334,4
335,4
336,4
337,4
369,4
378,4
379,4
413,4
414,4
423,4
424,4
433,4
434,4
441,4
484,4
485,4
513,4
514,4
559,4
580,4
582,4
597,4
667,4
668,4
669,4
19,5
20,5
21,5
22,5
23,5
24,5
28,5
29,5
30,5
32,5
33,5
93,5
94,5
95,5
96,5
97,5
98,5
102,5
103,5
104,5
119,5
120,5
142,5
143,5
144,5
145,5
146,5
147,5
151,5
152,5
153,5
170,5
171,5
172,5
183,5
184,5
185,5
186,5
192,5
193,5
194,5
195,5
196,5
197,5
198,5
199,5
201,5
202,5
207,5
208,5
209,5
210,5
211,5
212,5
213,5
214,5
216,5
217,5
218,5
219,5
220,5
221,5
222,5
223,5
224,5
228,5
229,5
230,5
231,5
232,5
233,5
240,5
241,5
266,5
267,5
280,5
281,5
287,5
298,5
299,5
304,5
305,5
308,5
309,5
318,5
340,5
341,5
342,5
343,5
344,5
345,5
346,5
347,5
350,5
351,5
352,5
353,5
358,5
362,5
363,5
364,5
365,5
376,5
377,5
380,5
381,5
396,5
397,5
400,5
401,5
402,5
460,5
462,5
463,5
472,5
473,5
474,5
475,5
476,5
477,5
493,5
494,5
495,5
496,5
503,5
504,5
505,5
506,5
507,5
508,5
509,5
510,5
515,5
519,5
520,5
524,5
525,5
526,5
527,5
528,5
533,5
534,5
535,5
536,5
551,5
552,5
562,5
572,5
576,5
577,5
583,5
584,5
593,5
601,5
604,5
605,5
606,5
607,5
613,5
614,5
615,5
616,5
618,5
622,5
624,5
628,5
631,5
632,5
633,5
634,5
635,5
636,5
637,5
638,5
639,5
648,5
649,5
650,5
651,5
652,5
653,5
654,5
655,5
656,5
657,5
658,5
659,5
660,5
661,5
662,5
663,5
664,5
665,5
666,5
671,5
672,5
676,5
680,5
682,5
683,5
684,5
685,5
686,5
687,5
688,5
689,5
700,5
705,5
706,5
710,5
722,5
19,6
20,6
21,6
22,6
23,6
24,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
89,6
92,6
136,6
137,6
138,6
141,6
144,6
151,6
152,6
153,6
186,6
187,6
188,6
189,6
190,6
191,6
192,6
193,6
194,6
195,6
196,6
197,6
198,6
199,6
200,6
207,6
208,6
209,6
216,6
217,6
218,6
222,6
223,6
224,6
227,6
228,6
229,6
230,6
231,6
232,6
233,6
240,6
241,6
266,6
267,6
270,6
271,6
298,6
299,6
307,6
308,6
309,6
310,6
311,6
318,6
319,6
328,6
329,6
344,6
345,6
346,6
347,6
348,6
349,6
352,6
353,6
354,6
355,6
358,6
359,6
362,6
363,6
364,6
365,6
368,6
380,6
381,6
388,6
389,6
390,6
391,6
392,6
393,6
396,6
397,6
398,6
399,6
400,6
401,6
402,6
403,6
404,6
472,6
473,6
477,6
482,6
483,6
495,6
496,6
497,6
498,6
499,6
500,6
501,6
502,6
503,6
504,6
505,6
506,6
507,6
508,6
509,6
510,6
515,6
516,6
519,6
520,6
523,6
524,6
527,6
528,6
551,6
552,6
561,6
572,6
574,6
575,6
576,6
577,6
581,6
583,6
584,6
592,6
599,6
601,6
602,6
603,6
604,6
613,6
614,6
615,6
616,6
622,6
636,6
637,6
638,6
639,6
642,6
643,6
644,6
645,6
646,6
647,6
648,6
651,6
652,6
653,6
654,6
655,6
656,6
657,6
660,6
663,6
664,6
665,6
666,6
670,6
673,6
675,6
676,6
677,6
678,6
680,6
682,6
683,6
684,6
685,6
686,6
690,6
691,6
692,6
694,6
695,6
696,6
700,6
705,6
706,6
710,6
711,6
716,6
717,6
37,7
38,7
39,7
40,7
41,7
42,7
46,7
47,7
48,7
49,7
50,7
51,7
204,7
205,7
206,7
358,7
360,7
361,7
408,7
409,7
410,7
421,7
422,7
431,7
432,7
435,7
436,7
440,7
445,7
446,7
531,7
532,7
695,7
696,7
37,8
38,8
39,8
40,8
41,8
42,8
52,8
53,8
54,8
124,8
125,8
126,8
145,8
146,8
147,8
154,8
155,8
156,8
157,8
158,8
159,8
160,8
161,8
162,8
163,8
292,8
293,8
336,8
337,8
408,8
409,8
410,8
411,8
412,8
413,8
414,8
419,8
420,8
423,8
424,8
439,8
440,8
441,8
442,8
447,8
448,8
453,8
454,8
455,8
456,8
559,8
597,8
620,8
649,8
650,8
651,8
37,9
38,9
39,9
49,9
50,9
51,9
164,9
165,9
166,9
167,9
168,9
169,9
338,9
339,9
405,9
406,9
407,9
415,9
416,9
417,9
418,9
419,9
420,9
425,9
426,9
427,9
428,9
429,9
430,9
433,9
434,9
435,9
436,9
437,9
438,9
443,9
444,9
445,9
446,9
449,9
450,9
451,9
452,9
453,9
454,9
457,9
458,9
531,9
532,9
585,9
586,9
587,9
588,9
589,9
590,9
591,9
628,9
629,9
630,9
631,9
632,9
633,9
634,9
640,9
641,9
693,9
695,9
696,9
697,9
698,9
709,9
46,10
47,10
48,10
111,10
112,10
113,10
170,10
171,10
172,10
201,10
202,10
266,10
267,10
270,10
271,10
356,10
357,10
386,10
387,10
459,10
460,10
461,10
462,10
463,10
464,10
465,10
478,10
479,10
489,10
490,10
525,10
526,10
566,10
592,10
626,10
674,10
681,10
46,11
47,11
48,11
167,11
168,11
169,11
170,11
171,11
172,11
201,11
202,11
203,11
459,11
460,11
461,11
462,11
463,11
464,11
465,11
489,11
490,11
525,11
526,11
592,11
593,11
626,11
674,11
681,11
682,11
75,12
78,12
79,12
81,12
82,12
84,12
85,12
86,12
96,12
97,12
99,12
100,12
101,12
105,12
106,12
107,12
108,12
109,12
110,12
133,12
134,12
136,12
137,12
148,12
149,12
150,12
173,12
174,12
175,12
176,12
177,12
178,12
179,12
180,12
181,12
182,12
187,12
189,12
190,12
210,12
211,12
213,12
214,12
215,12
219,12
220,12
221,12
240,12
252,12
253,12
256,12
257,12
258,12
260,12
270,12
271,12
272,12
276,12
310,12
326,12
327,12
328,12
329,12
330,12
331,12
332,12
333,12
344,12
345,12
390,12
466,12
467,12
468,12
482,12
486,12
487,12
488,12
489,12
490,12
491,12
492,12
493,12
494,12
497,12
498,12
499,12
500,12
513,12
517,12
533,12
535,12
536,12
537,12
538,12
545,12
546,12
571,12
572,12
594,12
595,12
596,12
598,12
605,12
608,12
609,12
610,12
615,12
616,12
617,12
618,12
619,12
621,12
622,12
623,12
624,12
672,12
675,12
701,12
167,13
168,13
169,13
430,13
443,13
444,13
464,13
465,13
591,13
693,13
709,13
204,14
205,14
206,14
225,14
226,14
227,14
272,14
276,14
277,14
278,14
279,14
298,14
299,14
312,14
313,14
340,14
341,14
346,14
349,14
351,14
354,14
355,14
363,14
382,14
383,14
398,14
399,14
400,14
401,14
402,14
475,14
515,14
516,14
523,14
524,14
539,14
540,14
562,14
574,14
575,14
577,14
581,14
583,14
584,14
600,14
661,14
662,14
663,14
710,14
722,14
707,15
712,15
713,15
714,15
718,15
719,15
720,15
